0,3/4/2017,11:50:11,30.3,30.8,1305
1,3/4/2017,11:51:10,,,
2,3/4/2017,11:52:10,,,
0,3/4/2017,11:52:11,30.3,30.5,999
5,3/4/2017,11:52:11,,,
6,3/4/2017,11:52:19,,,
0,3/4/2017,11:54:11,30.3,30.5,1289
0,3/4/2017,11:56:11,30.3,30.6,1022
5,3/4/2017,11:56:11,,,
6,3/4/2017,11:56:19,,,
0,3/4/2017,11:58:11,30.3,30.7,1291
0,3/4/2017,12:00:11,30.3,30.8,1035
5,3/4/2017,12:00:11,,,
6,3/4/2017,12:00:19,,,
0,3/4/2017,12:02:11,30.3,31,1308
0,3/4/2017,12:04:11,30.3,31,1038
5,3/4/2017,12:04:11,,,
6,3/4/2017,12:04:19,,,
1,3/4/2017,12:06:10,,,
0,3/4/2017,12:06:11,30.3,30.8,1290
2,3/4/2017,12:07:10,,,
0,3/4/2017,12:08:11,30.3,30.7,1011
5,3/4/2017,12:08:11,,,
6,3/4/2017,12:08:19,,,
0,3/4/2017,12:10:11,30.3,30.6,1289
0,3/4/2017,12:12:11,30.3,30.7,1027
5,3/4/2017,12:12:11,,,
6,3/4/2017,12:12:19,,,
0,3/4/2017,12:14:11,30.3,30.8,1282
0,3/4/2017,12:16:11,30.4,30.9,1032
5,3/4/2017,12:16:11,,,
6,3/4/2017,12:16:19,,,
0,3/4/2017,12:18:11,30.4,31,1272
0,3/4/2017,12:20:11,30.4,30.9,1015
5,3/4/2017,12:20:11,,,
6,3/4/2017,12:20:19,,,
1,3/4/2017,12:21:10,,,
2,3/4/2017,12:22:10,,,
0,3/4/2017,12:22:11,30.4,30.9,1279
0,3/4/2017,12:24:11,30.4,30.7,1037
5,3/4/2017,12:24:11,,,
6,3/4/2017,12:24:19,,,
0,3/4/2017,12:26:11,30.4,30.6,1291
0,3/4/2017,12:28:11,30.5,30.6,1039
5,3/4/2017,12:28:11,,,
6,3/4/2017,12:28:19,,,
0,3/4/2017,12:30:11,30.6,30.6,1311
0,3/4/2017,12:32:11,30.7,30.6,1055
5,3/4/2017,12:32:11,,,
6,3/4/2017,12:32:19,,,
0,3/4/2017,12:34:11,30.7,30.7,1309
1,3/4/2017,12:36:10,,,
0,3/4/2017,12:36:11,30.6,30.7,1035
5,3/4/2017,12:36:11,,,
6,3/4/2017,12:36:19,,,
